feu;
1;
1;
22;22;
----------------------------------;
79;10;7;4-9;
79;10;6;1-10-78;
80;4;3;0;
80;1;2;0;
80;9;9;0;
80;5;2;0;
80;1;1;0;
80;2;1;0;
80;10;10;1-10;
80;10;11;4-10;
80;7;13;6-10;
80;10;6;1-9-72;
80;10;6;1-9-72;
80;9;11;4-10-76;
80;10;6;1-9-72;
80;9;11;4-10-76;
80;10;6;1-9-72;
80;9;11;4-10-76;
80;10;6;1-9-72;
80;9;11;4-10-76;
80;10;6;1-9-72;
80;9;11;4-10-76;
80;10;6;1-9-72;
80;9;11;4-10-76;
81;2;3;0;
81;9;11;0;
81;12;8;1-10;
81;8;14;4-10;
81;10;6;1-9;
81;8;13;4-10-72;
81;10;6;1-9;
81;8;13;4-10-72;
81;9;11;0;
81;10;11;4-10-76;
81;9;11;0;
81;10;11;4-10-76;
81;9;11;0;
81;10;11;4-10-76;
81;9;11;0;
81;10;11;4-10-76;
81;9;11;0;
81;10;11;4-10-76;
81;9;11;0;
81;10;11;4-10-76;
82;0;2;0;
82;5;1;0;
82;4;2;0;
82;1;0;0;
82;6;14;4-10;
82;10;11;4-9-73;
82;10;11;4-9-73;
82;8;13;4-10-75;
82;10;11;4-9-73;
82;8;13;4-10-75;
82;10;11;4-9-73;
82;8;13;4-10-75;
83;3;3;0;
83;10;9;0;
83;4;1;0;
83;0;1;0;
83;2;0;0;
83;3;0;0;
83;6;13;0;
83;8;13;4-9-71;
83;8;13;4-9-71;
83;8;14;4-10-77;
83;10;11;4-9;
83;8;14;4-10-77;
83;10;11;4-9;
83;8;14;4-10-77;
83;10;11;4-9;
83;8;14;4-10-77;
83;8;13;4-9-71;
83;8;14;4-10-77;
83;8;13;4-9-71;
83;8;14;4-10-77;
83;8;13;4-9-71;
83;8;14;4-10-77;
84;8;13;4-9;
84;8;14;4-9-74;
84;8;14;4-9-74;
84;8;14;4-9-74;
84;6;14;4-10-74;
84;8;14;4-9-74;
84;6;14;4-10-74;
84;8;14;4-9-74;
84;6;14;4-10-74;
84;8;14;4-9-74;
84;6;14;4-10-74;
85;10;8;0;
85;3;2;0;
85;3;1;0;
85;8;14;4-9;
85;7;14;4-10-75;
85;8;14;4-9;
85;7;14;4-10-75;
85;8;14;4-9;
85;7;14;4-10-75;
85;8;14;4-9;
85;7;14;4-10-75;
85;6;14;4-9-73;
85;6;14;4-9-73;
85;7;14;4-10-75;
86;11;8;0;
86;11;10;0;
86;4;0;0;
86;0;0;0-90;
86;7;14;4-9-73;
86;7;14;4-9-73;
86;7;14;4-9-73;
86;7;13;6-10-75;
86;6;14;4-9;
86;7;13;6-10-75;
86;6;14;4-9;
86;7;13;6-10-75;
86;6;14;4-9;
86;7;13;6-10-75;
86;7;14;4-9-73;
86;7;13;6-10-75;
87;5;0;0;
87;7;14;4-9;
87;7;13;6-9-76;
87;7;14;4-9;
87;7;13;6-9-76;
87;7;14;4-9;
87;7;13;6-9-76;
87;7;13;6-9-76;
87;7;13;6-9-76;
87;10;10;1-10-72;
87;7;13;6-9-76;
87;10;10;1-10-72;
88;11;9;0;
88;7;13;6-9;
88;10;10;1-10-78;
88;7;13;6-9;
88;10;10;1-10-78;
88;7;13;6-9;
88;10;10;1-10-78;
88;7;13;6-9;
88;10;10;1-10-78;
88;7;13;6-9;
88;10;10;1-10-78;
88;7;13;6-9;
88;10;10;1-10-78;
89;10;10;1-9-71;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
89;10;10;1-9-71;
89;10;9;0-77;
90;6;0;0;
90;10;10;1-9;
90;10;9;0-71;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
90;10;9;0-71;
90;11;8;0-77;
91;12;9;1-10;
91;10;9;0;
91;11;8;0-71;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
91;11;8;0-71;
91;12;8;1-10-77;
92;12;8;0-71;
92;11;8;0;
92;12;8;0-71;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
92;12;8;0-71;
92;12;9;1-10-77;
93;12;10;1-10-74;
93;12;8;0;
93;12;9;1-9-74;
93;12;9;1-9-74;
93;12;9;1-9-74;
93;12;10;1-10-74;
93;12;9;1-9-74;
93;12;10;1-10-74;
93;12;9;1-9-74;
93;12;10;1-10-74;
93;12;9;1-9-74;
93;12;10;1-10-74;
94;12;9;1-9;
94;12;10;1-9-78;
94;12;9;1-9;
94;12;10;1-9-78;
94;12;9;1-9;
94;12;10;1-9-78;
94;12;9;1-9;
94;12;10;1-9-78;
94;12;10;1-9-78;
94;12;10;1-9-78;
------------------------;
Nombre de cases inflammables  : 420
Nombre de cases intactes : 270
Nombre de cases brulées : 150
Pourcentage de cases brûlées : 35,71
Nombre de pompiers déployés : 8
Nombre de canadairs déployés : 0
Nombre de pompiers morts : 0
